booking_id,booking_datetime,checkin_date,lead_time_days,stay_nights,num_rooms,num_adults,num_children,customer_age,loyalty_points,avg_daily_rate,discount_pct,distance_to_airport_km,competitor_rate,marketing_score,seasonal_index,market_segment,channel,room_type,meal_plan,customer_tier,country_code,weekend_flag,target_class,target_value
68370,45:06.6,10/8/2024,358,2,1,2,2,31,1604.2,94.45,5,7.48,97.51,0.263,0.95,Group,Direct,Presidential,BB,Silver,NL,No,Completed,176.63
162720,46:07.9,2/3/2025,306,1,3,4,0,26,2115.4,170.66,5,17.54,175.38,0.262,0.75,Other,OTA,Presidential,BB,Bronze,BE,No,Cancelled,342.19
38099,55:53.8,4/10/2025,95,4,1,1,0,35,1206.0,182.89,0,18.45,196.2,0.07,0.9,Group,TravelAgent,Economy,HB,Bronze,IT,No,Cancelled,667.37
180595,46:27.7,11/4/2025,349,4,1,2,0,47,4326.2,96.98,5,5.62,104.24,0.301,0.8,Leisure,Direct,Economy,SC,Silver,NO,No,Completed,250.98
92109,21:07.1,4/14/2025,124,2,1,2,0,45,683.0,206.44,10,11.35,204.05,0.209,0.9,Corporate,Direct,Suite,BB,Bronze,AE,No,NoShow,317.55
164273,48:57.1,11/12/2025,176,2,1,1,1,50,797.2,110.82,0,5.8,115.2,0.179,0.8,Business,Direct,Suite,HB,Bronze,GB,No,Completed,182.67
89925,37:32.2,8/16/2023,223,5,1,1,1,29,1550.6,76.81,0,6.51,80.76,0.188,1.3,Business,TravelAgent,Family,BB,Bronze,BR,No,Cancelled,486.86
9676,58:17.2,9/23/2024,209,4,1,1,0,50,1452.0,174.01,5,7.29,170.41,0.405,1.05,Corporate,OTA,Presidential,BB,Silver,MX,No,NoShow,676.82
55953,25:23.8,7/14/2024,266,3,1,2,1,70,740.8,119.06,0,7.94,122.4,0.349,1.35,Other,OTA,Executive,HB,Gold,ZA,Yes,NoShow,465.17
84405,46:44.9,12/10/2024,30,3,1,2,0,36,970.9,97.98,5,4.28,96.27,0.301,0.75,Other,Direct,Presidential,BB,Silver,CH,No,Cancelled,231.82
51509,44:05.3,8/29/2023,229,2,1,2,0,32,448.2,128.09,5,14.51,139.9,0.159,1.3,Other,Corporate,Presidential,BB,Bronze,NO,No,NoShow,311.28
78658,13:47.6,1/25/2023,17,1,2,2,1,37,1362.2,159.53,5,4.29,158.21,0.131,0.7,Business,Direct,Presidential,FB,Silver,FR,No,Cancelled,199.15
94751,24:42.3,3/1/2025,182,7,2,2,1,54,2373.5,145.3,0,3.29,152.06,0.187,0.85,Corporate,Direct,Deluxe,HB,Silver,IE,Yes,Completed,1656.65
76004,54:14.4,3/24/2024,157,3,1,1,0,43,6765.0,83.08,15,3.65,84.74,0.569,0.85,Leisure,Direct,Economy,BB,Gold,CH,Yes,Completed,164.9
82093,25:21.8,10/27/2025,274,6,1,1,0,37,1459.0,189.43,5,5.71,187.03,0.451,0.95,Other,OTA,Standard,BB,Gold,ZA,No,NoShow,940.04
179139,20:01.7,10/4/2024,123,5,1,1,0,52,525.3,68.93,0,11.73,72.5,0.562,0.95,Other,OTA,Deluxe,BB,Bronze,IE,Yes,NoShow,303.24
9112,18:14.8,6/10/2024,133,3,1,2,2,40,1803.6,183.19,5,3.58,198.1,0.082,1.2,Business,Direct,Standard,SC,Silver,JP,No,Cancelled,648.01
172634,50:56.6,4/28/2024,156,4,1,1,1,35,7020.2,154.3,20,3.04,147.85,0.136,0.9,Other,OTA,Studio,HB,Gold,PT,Yes,NoShow,427.06
37283,05:16.6,8/17/2025,112,1,1,1,2,50,1345.6,79.59,20,6.16,74.1,0.007,1.3,Other,Direct,Deluxe,SC,Bronze,TR,Yes,Completed,80.5
109917,12:53.8,8/30/2025,229,2,1,2,0,56,10241.3,114.49,15,10.91,114.71,0.21,1.3,Corporate,OTA,Presidential,HB,Bronze,NL,Yes,Cancelled,248.07
23230,11:28.0,11/11/2024,52,2,1,1,0,47,343.5,55.04,5,9.31,54.06,0.169,0.8,Leisure,Direct,Family,HB,Gold,IT,No,NoShow,81.69
123583,51:38.7,9/18/2024,70,2,1,1,1,48,196.2,123.97,0,4.92,124.32,0.235,1.05,Other,OTA,Studio,BB,Bronze,AE,No,NoShow,248.61
191046,19:49.4,3/24/2026,299,5,1,2,0,59,473.9,219.49,20,6.56,215.06,0.265,0.85,Leisure,TravelAgent,Executive,BB,Silver,BE,No,Completed,747.65
80898,37:43.4,8/7/2025,98,2,1,2,0,46,1976.2,93.52,10,6.22,89.31,0.361,1.3,Business,OTA,Executive,BB,Bronze,CH,No,Cancelled,224.77
109556,43:03.3,4/1/2024,148,5,1,2,1,39,935.5,196.3,20,7.66,213.69,0.218,0.9,Other,TravelAgent,Executive,HB,Bronze,AE,No,NoShow,722.92
101527,32:53.4,3/16/2023,10,6,1,1,3,55,17400.3,205.27,0,3.12,199.92,0.179,0.85,Group,Direct,Presidential,BB,Silver,AE,No,Cancelled,1076.54
2815,56:10.2,12/19/2024,208,5,1,1,0,23,1594.8,129.82,25,3.94,133.25,0.131,0.75,Other,OTA,Family,HB,Bronze,BE,No,Cancelled,307.92
1759,55:03.8,10/1/2025,362,2,1,2,1,42,255.1,137.91,15,11.6,127.14,0.284,0.95,Leisure,OTA,Family,BB,Bronze,IN,No,Cancelled,238.67
157825,13:58.1,7/2/2025,314,3,1,2,2,54,493.5,86.83,15,8.4,88.96,0.605,1.35,Corporate,OTA,Standard,BB,Silver,IE,No,Completed,291.34
59521,49:57.3,11/6/2024,293,1,1,2,1,21,832.2,98.31,25,16.44,106.28,0.473,0.8,Other,Direct,Family,BB,Silver,DK,No,Cancelled,56.69
189707,10:32.2,11/12/2023,101,3,1,2,3,35,1391.2,50.0,0,4.1,51.96,0.404,0.8,Leisure,Direct,Deluxe,BB,Silver,AU,Yes,NoShow,115.47
56457,14:19.1,12/30/2025,314,1,2,3,0,44,2400.7,112.52,10,13.6,120.87,0.218,0.75,Group,Direct,Suite,BB,Silver,ZA,No,Completed,143.8
72353,43:14.2,9/20/2025,333,2,2,3,2,29,3195.9,88.46,20,9.0,90.05,0.508,1.05,Leisure,Direct,Family,BB,Bronze,IT,Yes,NoShow,293.2
165037,48:55.7,7/9/2025,347,2,1,2,1,22,626.0,94.74,20,5.65,99.43,0.149,1.35,Business,Direct,Suite,HB,Bronze,SA,No,Cancelled,202.9
122916,45:02.8,11/1/2025,283,2,1,1,0,59,2740.0,126.5,0,4.29,131.3,0.617,0.8,Leisure,Direct,Presidential,HB,Bronze,IN,Yes,NoShow,205.58
13625,10:05.2,2/14/2025,300,3,1,2,0,45,1944.2,89.27,0,5.63,92.16,0.408,0.75,Group,Direct,Standard,HB,Gold,IN,Yes,NoShow,212.39
107308,59:49.3,11/2/2024,165,4,2,3,0,49,408.6,138.18,5,7.93,140.4905,0.224,0.8,Group,TravelAgent,Deluxe,BB,Bronze,FI,Yes,NoShow,819.64
27138,28:01.2,11/15/2023,295,2,1,2,0,50,551.2,145.16,5,9.38,166.36,0.356,0.8,Group,OTA,Deluxe,BB,Silver,ZA,No,NoShow,223.89
187365,09:26.3,6/10/2025,204,4,1,2,1,63,507.9,138.34,0,13.76,141.44,0.375,1.2,Corporate,TravelAgent,Suite,BB,Bronze,KR,No,Completed,612.71
39895,37:44.0,7/27/2025,274,4,1,1,0,44,982.4,88.66,5,5.64,90.4,0.498,1.35,Group,OTA,Family,BB,Bronze,DK,Yes,Cancelled,460.86
99025,20:53.3,4/8/2026,333,2,1,2,1,68,2090.8,117.83,0,7.34,121.02,0.14,0.9,Other,Direct,Family,BB,Bronze,NZ,No,Completed,216.16
78055,26:47.6,11/2/2023,89,8,1,2,0,30,2395.2,167.33,5,4.46,175.356,0.088,0.8,Corporate,Direct,Executive,BB,Silver,IE,No,NoShow,1019.27
100208,31:23.5,4/1/2024,159,1,1,2,0,23,657.0,113.24,5,9.29,104.96,0.246,0.9,Other,OTA,Suite,BB,Silver,AU,No,Cancelled,100.04
137347,19:43.5,2/13/2025,54,3,2,3,1,51,3958.5,144.2,0,10.18,141.59,0.606,0.75,Leisure,TravelAgent,Executive,BB,Bronze,SE,No,Cancelled,595.49
2607,35:00.9,11/19/2024,352,1,1,2,0,75,898.7,97.33,15,7.69,97.62,0.156,0.8,Business,OTA,Standard,BB,Silver,JP,No,Cancelled,66.97
198031,20:08.3,6/21/2024,171,7,1,1,1,18,2025.2,127.25,5,4.52,136.22,0.505,1.2,Corporate,Direct,Deluxe,SC,Gold,DK,Yes,Cancelled,987.57
28982,49:45.5,11/18/2025,241,6,1,2,0,31,594.9,207.24,5,10.82,216.17,0.265,0.8,Corporate,Direct,Economy,BB,Bronze,SG,No,Cancelled,907.63
162252,12:15.0,2/15/2025,160,1,2,3,0,45,3785.3,163.43,0,8.06,154.55,0.329,0.75,Leisure,Direct,Family,HB,Gold,FI,Yes,NoShow,255.2
1725,42:50.2,6/28/2023,130,3,2,2,0,40,1040.8,161.7,20,4.16,168.11,0.207,1.2,Leisure,Direct,Executive,HB,Bronze,CN,No,Cancelled,937.62
66750,03:29.4,10/18/2023,279,1,1,2,1,54,276.6,138.1,10,8.15,143.55,0.276,0.95,Group,Direct,Deluxe,HB,Silver,SA,No,Cancelled,108.49
66619,42:51.0,4/5/2024,335,2,1,1,1,22,688.9,158.45,5,8.9,148.24,0.083,0.9,Business,TravelAgent,Executive,BB,Bronze,NL,Yes,Completed,255.54
181941,25:56.8,8/1/2025,321,3,1,1,1,25,428.2,186.71,5,3.77,187.15,0.427,1.3,Corporate,Direct,Economy,BB,Gold,BR,Yes,Cancelled,662.6
153109,31:21.5,5/25/2023,89,5,2,2,2,30,1090.8,149.69,0,6.17,152.381,0.403,1.0,Other,OTA,Deluxe,BB,Silver,ES,No,Cancelled,1384.77
49254,41:23.1,12/26/2023,146,2,1,1,0,35,2401.0,91.79,20,12.02,101.9,0.066,0.75,Business,Corporate,Executive,SC,Silver,CH,No,Completed,110.45
71885,37:55.0,10/29/2024,342,3,1,1,0,46,1207.2,157.94,15,2.77,164.7,0.19,0.95,Group,OTA,Presidential,HB,Silver,IE,No,NoShow,339.34
140848,16:22.8,8/20/2024,209,4,2,3,0,40,4133.9,147.85,15,7.32,156.76,0.237,1.3,Leisure,OTA,Presidential,BB,Gold,CN,No,Completed,1378.9
21357,57:52.7,7/10/2025,352,5,1,1,1,47,1023.8,129.63,5,4.2,131.58,0.04,1.35,Corporate,TravelAgent,Family,HB,Silver,CA,No,Completed,788.55
56902,45:14.3,10/3/2023,149,7,1,2,1,40,4572.1,136.7,25,4.25,136.354,0.403,0.95,Business,TravelAgent,Suite,BB,Bronze,FR,No,Completed,735.21
113718,23:24.0,3/15/2025,259,3,1,2,0,50,439.1,168.42,20,6.6,158.09,0.175,0.85,Other,OTA,Executive,BB,Bronze,CN,Yes,Completed,368.78
118806,00:12.1,12/12/2025,312,5,1,1,0,50,192.0,163.0,15,18.84,172.15,0.405,0.75,Corporate,Corporate,Suite,BB,Gold,IE,Yes,NoShow,500.0
37342,28:44.3,11/20/2023,292,3,1,1,1,36,1731.7,88.9,0,6.2,90.77,0.322,0.8,Leisure,TravelAgent,Standard,BB,Gold,IN,No,Cancelled,205.67
144607,03:02.8,2/25/2026,268,6,1,2,0,37,1651.6,92.42,15,4.23,97.12,0.308,0.75,Business,Direct,Economy,HB,Bronze,MX,No,NoShow,303.44
178636,20:48.1,1/2/2025,243,5,1,1,2,40,540.9,165.3,0,3.62,156.58,0.346,0.7,Other,OTA,Family,HB,Bronze,CH,No,Cancelled,556.69
2395,45:01.1,10/7/2023,1,5,1,1,1,42,3820.8,50.0,5,22.52,52.48,0.274,0.95,Business,OTA,Studio,HB,Bronze,TR,Yes,Cancelled,232.84
48425,43:16.3,3/18/2024,126,5,1,2,1,64,1154.7,140.88,10,3.19,148.32,0.18,0.85,Business,TravelAgent,Standard,BB,Gold,ES,No,Cancelled,533.75
101771,15:53.7,11/8/2025,255,4,1,2,0,25,847.5,90.61,15,10.82,93.86,0.122,0.8,Business,Direct,Deluxe,FB,Silver,BE,Yes,Cancelled,235.44
71981,33:10.4,6/13/2024,255,2,1,1,1,53,2426.5,154.02,20,13.32,153.16,0.055,1.2,Group,OTA,Family,FB,Silver,MX,No,NoShow,306.18
172997,13:31.7,8/20/2024,107,5,1,2,3,36,876.2,152.28,0,2.76,151.0645,0.544,1.3,Group,Direct,Presidential,HB,Silver,CN,No,NoShow,979.59
7867,03:40.4,4/25/2025,37,1,1,2,0,21,937.8,153.01,0,16.12,156.97,0.304,0.9,Corporate,Direct,Standard,HB,Gold,MX,Yes,Cancelled,131.82
87915,15:40.5,6/8/2024,61,2,1,1,1,38,5335.7,130.76,15,4.72,127.97,0.523,1.2,Business,OTA,Deluxe,HB,Silver,NZ,Yes,NoShow,286.66
157826,09:05.8,9/30/2023,237,1,1,2,1,40,2065.0,197.84,5,3.74,200.74,0.382,1.05,Business,OTA,Executive,BB,Platinum,DE,Yes,NoShow,185.0
75458,23:57.6,12/19/2024,145,4,1,2,1,22,3986.5,158.78,0,16.36,165.83,0.3,0.75,Leisure,Direct,Presidential,HB,Gold,IE,No,NoShow,515.65
48911,23:00.6,9/16/2025,364,4,2,3,0,45,1558.2,65.61,0,5.68,69.15,0.101,1.05,Other,Direct,Deluxe,HB,Bronze,IE,No,Completed,574.33
121349,49:52.9,11/29/2024,42,6,1,2,1,30,198.6,73.01,15,9.03,78.83,0.15,0.8,Other,OTA,Executive,BB,Bronze,CH,Yes,Cancelled,308.51
185799,45:44.5,5/17/2025,295,3,2,3,0,36,840.0,164.43,0,6.01,164.32,0.249,1.0,Group,TravelAgent,Suite,HB,Silver,DE,Yes,NoShow,1000.71
3974,33:47.3,10/16/2024,113,1,1,1,1,62,1018.5,164.69,5,9.66,174.93,0.257,0.95,Other,Direct,Family,HB,Gold,AE,No,Cancelled,139.08
32508,39:18.1,7/29/2023,12,4,2,3,1,58,376.9,162.32,20,4.04,159.62,0.361,1.35,Business,Corporate,Presidential,BB,Gold,NZ,Yes,Completed,1329.67
25969,10:04.4,7/11/2024,114,1,2,2,0,35,1734.5,171.46,0,9.05,181.27,0.278,1.35,Group,Corporate,Presidential,BB,Bronze,GB,No,NoShow,477.3
113930,22:18.5,11/19/2025,189,3,1,1,1,32,643.7,185.46,10,8.38,196.83,0.245,0.8,Leisure,TravelAgent,Presidential,HB,Silver,MX,No,Completed,388.15
33332,44:52.2,8/19/2023,59,4,1,2,0,65,7770.1,189.69,5,3.88,203.79,0.319,1.3,Other,OTA,Presidential,BB,Bronze,BR,Yes,Cancelled,1017.59
3918,42:17.8,8/11/2025,258,2,1,1,1,40,150.9,116.78,10,7.35,114.88,0.209,1.3,Corporate,OTA,Presidential,BB,Gold,SG,No,Cancelled,263.1
138659,31:25.4,8/29/2023,138,3,2,2,0,85,1229.5,116.0,0,16.3,123.77,0.038,1.3,Other,OTA,Family,HB,Bronze,IT,No,Cancelled,942.4
161981,28:51.6,3/26/2025,148,3,1,2,1,52,2710.5,125.23,0,4.49,117.35,0.536,0.85,Business,Direct,Executive,BB,Bronze,SA,No,NoShow,300.15
101822,19:51.6,9/4/2024,201,2,1,2,0,29,803.3,136.15,5,6.48,139.55,0.172,1.05,Corporate,TravelAgent,Suite,BB,Silver,SA,No,NoShow,244.41
135470,45:42.5,9/18/2024,277,8,1,1,1,37,1090.8,126.16,0,9.34,132.13,0.6,1.05,Business,Direct,Deluxe,BB,Bronze,DK,No,NoShow,992.27
138519,12:41.4,6/12/2023,33,1,1,1,0,50,659.2,169.74,5,3.18,176.9,0.128,1.2,Business,TravelAgent,Studio,FB,Bronze,GB,No,Cancelled,187.36
50738,05:34.2,8/30/2023,202,1,1,2,1,49,1408.2,117.97,0,4.51,125.33,0.196,1.3,Other,Direct,Economy,BB,Gold,GB,No,Completed,158.25
89997,36:09.9,7/8/2024,50,4,1,1,0,45,808.3,138.67,15,3.23,147.23,0.053,1.35,Leisure,OTA,Presidential,BB,Bronze,AE,No,Cancelled,604.5
137020,49:50.6,12/14/2023,274,1,2,2,1,46,1082.7,170.17,15,4.5,171.3,0.46,0.75,Corporate,TravelAgent,Family,HB,Silver,DK,No,Cancelled,207.57
80267,11:24.0,10/9/2024,40,2,1,1,0,35,4595.2,100.27,25,8.53,106.16,0.134,0.95,Group,Direct,Executive,BB,Gold,DK,No,Cancelled,157.19
129134,02:12.3,3/21/2025,72,5,1,2,1,63,628.0,133.14,5,3.18,133.87,0.404,0.85,Other,Direct,Family,BB,Gold,KR,Yes,NoShow,505.12
91935,21:51.1,4/16/2024,363,3,1,2,1,18,1766.8,61.24,5,7.31,63.23,0.214,0.9,Leisure,OTA,Family,SC,Bronze,SG,No,Completed,162.3
112397,12:44.4,5/6/2025,254,6,1,1,0,42,3426.5,194.18,0,6.15,199.4,0.395,1.0,Other,TravelAgent,Deluxe,BB,Silver,IN,No,Completed,1099.17
152119,30:06.7,10/7/2023,198,5,1,1,0,57,821.6,131.11,20,6.64,127.31,0.051,0.95,Other,OTA,Studio,BB,Bronze,US,Yes,Cancelled,543.2
67234,59:13.6,12/4/2024,350,5,1,1,0,60,2106.9,982.55,10,5.55,217.57,0.13,0.75,Leisure,TravelAgent,Executive,BB,Silver,AE,No,Completed,593.48
95065,31:07.9,6/6/2025,212,1,2,2,0,49,554.4,61.19,5,13.89,60.22,0.165,1.2,Business,OTA,Deluxe,HB,Silver,AE,Yes,NoShow,135.66
17659,22:16.1,9/15/2023,248,4,2,3,0,30,434.0,138.26,0,5.94,136.89,0.481,1.05,Group,Direct,Executive,BB,Bronze,SA,Yes,Cancelled,1090.25
109398,01:38.8,6/30/2025,115,5,1,1,1,37,673.1,165.4,10,3.14,162.97,0.414,1.2,Corporate,Direct,Family,BB,Bronze,NO,No,Cancelled,856.48
127683,43:45.5,3/7/2025,65,2,1,1,1,38,259.8,71.36,10,5.59,72.21,0.112,0.85,Business,OTA,Studio,SC,Silver,AU,Yes,Cancelled,104.98
158549,56:52.7,4/24/2024,237,3,1,2,0,31,1233.4,162.42,0,8.32,164.2,0.133,0.9,Corporate,Direct,Economy,BB,Bronze,JP,No,Completed,478.28
178047,14:15.9,5/9/2024,230,3,1,2,1,28,707.6,119.4,25,21.97,124.74,0.557,1.0,Business,OTA,Presidential,BB,Bronze,SA,No,Completed,261.05
5048,58:34.1,12/7/2025,260,3,1,2,0,38,2423.7,152.3,15,4.49,158.69,0.091,0.75,Leisure,Direct,Executive,BB,Platinum,CN,Yes,NoShow,323.8
182569,53:01.2,4/26/2024,180,3,1,1,1,44,3375.8,141.13,10,6.3,140.02,0.181,0.9,Other,Direct,Family,HB,Bronze,PT,Yes,Completed,354.34
125047,43:08.2,8/10/2025,99,1,2,2,1,48,1647.2,209.64,0,7.59,213.03,0.092,1.3,Group,Direct,Suite,BB,Bronze,DK,Yes,Cancelled,559.06
36493,08:58.9,12/11/2024,111,4,1,1,3,57,1338.4,92.18,5,7.95,89.85,0.329,0.75,Other,OTA,Suite,BB,Bronze,CH,No,Cancelled,276.94
28617,35:02.9,9/21/2024,343,6,2,3,0,42,456.7,108.93,5,12.14,118.53,0.413,1.05,Business,OTA,Economy,HB,Bronze,AT,Yes,Cancelled,1304.8
171084,25:18.7,8/6/2023,4,2,1,1,1,33,514.9,123.92,10,4.82,128.72,0.385,1.3,Group,Direct,Economy,BB,Silver,AU,Yes,NoShow,300.49
128426,22:41.7,12/8/2023,341,4,2,2,0,32,3445.9,235.31,20,3.11,210.62,0.559,0.75,Group,Direct,Standard,BB,Bronze,PT,Yes,Cancelled,1074.07
130678,06:55.7,3/16/2024,311,3,2,3,0,58,5241.6,178.96,15,8.19,168.73,0.296,0.85,Other,Direct,Executive,BB,Gold,ES,Yes,Completed,780.66
47053,59:58.4,12/28/2025,217,3,2,3,1,44,820.7,179.2,30,10.71,187.9,0.411,0.75,Group,Corporate,Studio,SC,Silver,SE,Yes,NoShow,631.17
26410,52:34.0,12/26/2025,276,2,1,1,1,27,1111.1,170.24,0,3.78,187.22,0.172,0.75,Corporate,Direct,Deluxe,BB,Gold,MX,Yes,NoShow,236.99
108070,06:07.9,8/29/2025,281,2,1,1,0,47,852.6,96.01,15,4.3,103.91,0.222,1.3,Corporate,OTA,Economy,BB,Bronze,SA,Yes,Cancelled,216.96
76713,27:49.2,7/31/2025,333,5,1,2,0,27,983.3,122.32,20,9.39,131.55,0.116,1.35,Corporate,OTA,Executive,SC,Bronze,US,No,NoShow,693.34
183375,54:32.6,5/14/2025,11,4,1,2,1,49,857.7,107.92,5,17.75,109.2,0.682,1.0,Group,OTA,Suite,HB,Silver,CA,No,NoShow,429.47
144404,25:38.6,7/30/2025,317,4,1,2,0,50,885.5,143.79,20,10.72,148.91,0.056,1.35,Other,OTA,Studio,BB,Bronze,FI,No,Cancelled,596.5
147060,38:22.5,8/17/2025,182,5,1,1,0,51,824.4,167.8,30,16.39,183.54,0.311,1.3,Other,OTA,Economy,HB,Bronze,CH,Yes,Cancelled,750.25
183992,46:36.9,3/10/2023,20,4,1,2,2,60,4960.9,141.17,5,5.47,143.54,0.434,0.85,Leisure,Direct,Studio,BB,Gold,FI,Yes,Cancelled,458.51
28065,09:09.3,12/4/2023,255,5,3,3,2,46,329.1,117.66,5,12.19,127.65,0.265,0.75,Group,Corporate,Deluxe,SC,Bronze,SA,No,NoShow,1233.24
126791,49:10.6,12/14/2023,242,4,1,2,0,25,857.7,159.59,25,6.83,150.31,0.117,0.75,Corporate,OTA,Executive,HB,Gold,KR,No,NoShow,317.94
133790,51:13.9,8/27/2025,257,1,1,1,0,44,227.4,90.6,0,10.32,99.03,0.35,1.3,Business,Direct,Presidential,HB,Bronze,NO,No,NoShow,116.12
6119,17:33.1,1/22/2025,360,1,2,3,1,48,3318.9,62.88,15,7.55,61.67,0.531,0.7,Business,Direct,Standard,BB,Gold,AT,No,Completed,69.14
158496,29:52.2,6/16/2023,98,5,3,4,0,42,295.2,80.12,0,4.97,75.15,0.508,1.2,Corporate,OTA,Economy,BB,Bronze,AU,Yes,Cancelled,1447.7
137778,52:35.7,2/13/2024,167,3,1,2,1,37,1968.4,117.43,20,4.08,125.13,0.126,0.75,Business,Direct,Presidential,BB,Platinum,KR,No,NoShow,203.67
130710,25:56.4,3/30/2025,312,2,2,2,1,71,1337.0,194.13,0,5.65,195.89,0.332,0.85,Group,OTA,Economy,BB,Bronze,AT,Yes,Completed,616.5
150352,02:52.5,5/17/2024,244,4,1,1,0,70,963.5,134.46,15,2.68,125.48,0.161,1.0,Group,OTA,Studio,BB,Gold,GB,Yes,NoShow,423.18
65666,55:22.8,9/9/2025,231,1,1,2,0,33,426.8,108.0,0,4.42,111.89,0.446,1.05,Leisure,OTA,Presidential,BB,Silver,MX,No,Cancelled,106.46
179233,05:19.5,1/25/2026,251,1,1,1,1,37,4396.2,114.59,15,4.17,117.28,0.607,0.7,Business,OTA,Studio,BB,Bronze,ZA,Yes,Cancelled,71.46
44612,13:53.5,5/28/2023,9,3,1,1,0,45,986.0,170.29,5,2.72,165.27,0.291,1.0,Group,OTA,Standard,FB,Gold,NO,Yes,NoShow,496.54
118049,41:07.8,11/3/2024,69,1,1,2,0,36,266.0,175.2,15,7.98,189.11,0.385,0.8,Group,Direct,Economy,BB,Silver,SE,Yes,NoShow,123.61
66392,55:13.5,8/4/2024,167,2,1,1,0,32,184.6,167.28,20,7.04,166.99,0.261,1.3,Business,Direct,Presidential,BB,Bronze,AU,Yes,NoShow,368.69
64047,00:51.8,8/12/2024,133,1,2,2,1,30,10959.5,186.03,0,6.58,208.07,0.17,1.3,Other,Direct,Suite,HB,Bronze,FI,No,NoShow,496.57
177067,24:04.0,7/25/2024,246,4,1,2,0,52,541.5,158.42,0,9.82,149.6,0.265,1.35,Other,Direct,Suite,BB,Silver,NL,No,NoShow,914.71
49301,23:58.1,2/25/2024,75,5,1,2,0,43,3258.8,151.62,30,12.47,161.88,0.459,0.75,Corporate,OTA,Family,FB,Bronze,KR,Yes,Cancelled,419.07
105880,07:35.0,5/5/2024,263,4,1,1,0,42,1932.3,194.06,10,4.99,199.5405,0.021,1.0,Other,OTA,Studio,BB,Platinum,AU,Yes,Cancelled,678.91
131593,55:27.8,2/19/2024,310,1,1,2,0,48,2083.7,122.12,25,5.41,128.56,0.325,0.75,Other,OTA,Family,BB,Gold,GB,No,Completed,78.49
79630,01:54.3,1/28/2025,245,4,1,2,0,52,1723.8,184.95,10,4.7,197.51,0.381,0.7,Business,OTA,Presidential,BB,Silver,FR,No,NoShow,433.71
143579,57:39.4,7/20/2025,294,2,1,1,1,33,3316.9,148.63,5,4.7,154.86,0.402,1.35,Corporate,Direct,Family,BB,Bronze,SA,Yes,Completed,355.64
41474,14:33.0,10/16/2024,200,2,2,2,1,39,242.6,135.36,15,8.47,134.17,0.047,0.95,Leisure,TravelAgent,Presidential,BB,Bronze,JP,No,Completed,421.03
80894,19:19.5,9/9/2025,272,1,2,3,0,53,493.6,194.28,0,6.24,188.76,0.151,1.05,Leisure,Corporate,Economy,HB,Silver,BE,No,NoShow,431.4
20244,26:04.9,11/26/2024,209,2,2,2,0,42,2570.8,155.01,10,3.61,147.77,0.239,0.8,Other,TravelAgent,Presidential,BB,Gold,SG,No,Cancelled,436.4
35631,36:28.0,6/26/2025,199,1,1,1,0,33,5730.8,84.98,0,12.51,87.88,0.441,1.2,Other,TravelAgent,Economy,HB,Gold,GB,No,NoShow,112.9
167849,06:30.0,11/6/2023,244,2,1,2,0,60,3130.6,119.54,10,7.9,122.99,0.181,0.8,Leisure,OTA,Deluxe,BB,Bronze,SE,No,NoShow,155.64
8171,51:41.6,8/7/2024,265,6,1,2,1,50,1496.7,167.19,0,13.14,173.04,0.265,1.3,Business,OTA,Presidential,SC,Bronze,IE,No,NoShow,1217.71
178968,45:59.8,11/22/2023,274,3,1,2,0,23,1427.9,184.94,10,3.81,187.41,0.353,0.8,Other,Direct,Studio,HB,Platinum,MX,No,NoShow,401.99
146859,45:42.5,11/13/2023,163,5,1,1,1,28,4284.1,168.45,0,5.74,158.11,0.176,0.8,Business,TravelAgent,Family,BB,Platinum,FI,No,Cancelled,724.76
46380,20:19.7,2/4/2025,257,1,2,3,0,18,850.2,111.31,25,10.2,108.51,0.385,0.75,Business,Direct,Family,BB,Bronze,ES,No,NoShow,106.12
87636,29:20.9,1/22/2024,151,5,1,2,1,49,1255.0,91.5,15,11.87,94.68,0.56,0.7,Group,OTA,Standard,BB,Bronze,FR,No,Cancelled,262.27
19987,44:14.6,1/4/2024,362,3,1,1,1,60,1457.5,153.92,10,17.17,166.84,0.331,0.7,Corporate,OTA,Presidential,HB,Silver,US,No,NoShow,294.61
184732,47:43.4,2/26/2024,311,4,1,2,1,50,966.6,182.69,5,8.84,175.07,0.084,0.75,Leisure,Direct,Standard,HB,Bronze,DE,No,Completed,481.21
120605,28:07.2,11/15/2024,58,2,2,2,1,72,1090.8,235.54,0,5.23,239.33,0.567,0.8,Leisure,Direct,Executive,HB,Silver,PT,Yes,NoShow,856.67
145846,17:33.7,2/26/2025,190,6,1,1,0,38,1297.2,154.36,20,5.7,161.9,0.755,0.75,Group,Direct,Suite,BB,Bronze,NO,No,Completed,529.53
110030,15:20.9,12/14/2023,140,3,1,1,0,27,1109.7,153.48,0,6.48,174.4,0.345,0.75,Other,TravelAgent,Executive,HB,Silver,GB,No,NoShow,340.42
73765,57:41.4,1/11/2024,346,1,1,1,0,69,4748.8,50.0,5,11.48,50.72,0.251,0.7,Other,Direct,Family,HB,Bronze,NO,No,NoShow,35.15
133054,19:07.3,8/14/2025,74,4,1,1,0,40,292.6,88.4,0,11.19,88.35,0.251,1.3,Other,Direct,Economy,HB,Bronze,SA,No,Completed,465.32
